experiment simulation item wn word enctime ecc freq1
GG-EXP1 37 OBJECT-REL 7 "to" 33 2.066339951024399D0 0.0037 
GG-EXP1 37 OBJECT-REL 5 "photographer" 59 3.5377448358025485D0 0.0037 
GG-EXP1 37 OBJECT-REL 7 "to" 37 2.3013452570949133D0 0.0037 
GG-EXP1 37 OBJECT-REL 8 "the" 42 2.788270452046499D0 0.0037 
GG-EXP1 37 OBJECT-REL 9 "editor" 73 4.30543875876486D0 0.0037 
GG-EXP1 37 OBJECT-REL 10 "hoped" 41 3.101269967381882D0 0.0037 
GG-EXP1 37 OBJECT-REL 11 "for" 22 1.9721545904345303D0 0.0037 
GG-EXP1 37 OBJECT-REL 12 "the" 39 3.7547576381043792D0 0.0037 
GG-EXP1 37 OBJECT-REL 13 "story" 25 1.4273905384504884D0 0.0037 
GG-EXP1 37 OBJECT-REL 14 "*" 49 2.975042200593862D0 0.0037 
GG-EXP1 38 SUBJECT-REL 1 "the" 20 1.3469388857926006D0 0.0037 
GG-EXP1 38 SUBJECT-REL 2 "reporter" 51 4.584573676321548D0 0.0037 
GG-EXP1 38 SUBJECT-REL 3 "who" 24 1.2813609034072992D0 0.0037 
GG-EXP1 38 SUBJECT-REL 4 "sent" 23 2.442580913420098D0 0.0037 
GG-EXP1 38 SUBJECT-REL 5 "the" 57 3.853082656690541D0 0.0037 
GG-EXP1 38 SUBJECT-REL 6 "photographer" 30 2.9121512222644106D0 0.0037 
GG-EXP1 38 SUBJECT-REL 7 "to" 182 6.99214612957903D0 0.0037 
GG-EXP1 38 SUBJECT-REL 8 "the" 13 0.41621442520797486D0 0.0037 
GG-EXP1 38 SUBJECT-REL 9 "editor" 24 2.1610651973926975D0 0.0037 
GG-EXP1 38 SUBJECT-REL 10 "hoped" 25 2.647735514650106D0 0.0037 
GG-EXP1 38 SUBJECT-REL 11 "for" 50 4.149327347520655D0 0.0037 
GG-EXP1 38 SUBJECT-REL 12 "the" 24 2.0289504311345015D0 0.0037 
GG-EXP1 38 SUBJECT-REL 13 "story" 37 3.6123035710780194D0 0.0037 
GG-EXP1 38 SUBJECT-REL 14 "*" 18 1.5241948744381812D0 0.0037 
GG-EXP1 38 OBJECT-REL 1 "the" 15 1.294526923955908D0 0.0037 
GG-EXP1 38 OBJECT-REL 2 "reporter" 37 2.5206443652871644D0 0.0037 
GG-EXP1 38 OBJECT-REL 3 "who" 139 5.778412941098622D0 0.0037 
GG-EXP1 38 OBJECT-REL 4 "the" 20 1.0073177682372627D0 0.0037 
GG-EXP1 38 OBJECT-REL 5 "photographer" 50 4.330062495569466D0 0.0037 
GG-EXP1 38 OBJECT-REL 3 "who" 11 0.9701610287669882D0 0.0037 
GG-EXP1 38 OBJECT-REL 4 "the" 25 1.5138299678210543D0 0.0037 
GG-EXP1 38 OBJECT-REL 5 "photographer" 49 3.0433974271585673D0 0.0037 
GG-EXP1 38 OBJECT-REL 6 "sent" 52 3.6478581354538826D0 0.0037 
GG-EXP1 38 OBJECT-REL 7 "to" 13 1.4313493726812596D0 0.0037 
GG-EXP1 38 OBJECT-REL 8 "the" 16 1.309087750472773D0 0.0037 
GG-EXP1 38 OBJECT-REL 9 "editor" 55 3.3662820179714426D0 0.0037 
GG-EXP1 38 OBJECT-REL 10 "hoped" 41 2.6312500937674135D0 0.0037 
GG-EXP1 38 OBJECT-REL 11 "for" 17 1.6073623524455969D0 0.0037 
GG-EXP1 38 OBJECT-REL 10 "hoped" 16 0.2188706008897641D0 0.0037 
GG-EXP1 38 OBJECT-REL 11 "for" 20 1.6141344775633895D0 0.0037 
GG-EXP1 38 OBJECT-REL 12 "the" 38 3.025561252927409D0 0.0037 
GG-EXP1 38 OBJECT-REL 10 "hoped" 15 0.20515399056362246D0 0.0037 
GG-EXP1 38 OBJECT-REL 12 "the" 47 3.3103974232663362D0 0.0037 
GG-EXP1 38 OBJECT-REL 13 "story" 48 4.083273682518523D0 0.0037 
GG-EXP1 38 OBJECT-REL 14 "*" 22 2.2722827878897687D0 0.0037 
GG-EXP1 39 SUBJECT-REL 1 "the" 16 1.3827299519691953D0 0.0037 
GG-EXP1 39 SUBJECT-REL 2 "reporter" 22 2.614708014513202D0 0.0037 
GG-EXP1 39 SUBJECT-REL 3 "who" 108 5.417381751744774D0 0.0037 
GG-EXP1 39 SUBJECT-REL 4 "sent" 19 1.1213232212546396D0 0.0037 
GG-EXP1 39 SUBJECT-REL 5 "the" 45 3.064108172026547D0 0.0037 
GG-EXP1 39 SUBJECT-REL 6 "photographer" 35 3.099723705930915D0 0.0037 
GG-EXP1 39 SUBJECT-REL 7 "to" 42 2.7440099521742947D0 0.0037 
GG-EXP1 39 SUBJECT-REL 8 "the" 49 4.251883400407768D0 0.0037 
GG-EXP1 39 SUBJECT-REL 9 "editor" 26 1.7893866852542961D0 0.0037 
GG-EXP1 39 SUBJECT-REL 10 "hoped" 76 4.26715451309321D0 0.0037 
GG-EXP1 39 SUBJECT-REL 11 "for" 33 2.0302181144843674D0 0.0037 
GG-EXP1 39 SUBJECT-REL 12 "the" 16 1.3159731143891125D0 0.0037 
GG-EXP1 39 SUBJECT-REL 13 "story" 54 3.365198949298771D0 0.0037 
GG-EXP1 39 SUBJECT-REL 14 "*" 78 4.606273683896183D0 0.0037 
GG-EXP1 39 OBJECT-REL 1 "the" 21 1.117749523605852D0 0.0037 
GG-EXP1 39 OBJECT-REL 2 "reporter" 41 4.095836609356142D0 0.0037 
GG-EXP1 39 OBJECT-REL 3 "who" 29 2.0237344649057585D0 0.0037 
GG-EXP1 39 OBJECT-REL 4 "the" 23 2.0204327710165915D0 0.0037 
GG-EXP1 39 OBJECT-REL 5 "photographer" 67 4.646270991894734D0 0.0037 
GG-EXP1 39 OBJECT-REL 2 "reporter" 26 2.4199187805641285D0 0.0037 
GG-EXP1 39 OBJECT-REL 3 "who" 38 2.5660434972547663D0 0.0037 
GG-EXP1 39 OBJECT-REL 4 "the" 19 1.4935142354895472D0 0.0037 
GG-EXP1 39 OBJECT-REL 5 "photographer" 36 3.0861248257987057D0 0.0037 
GG-EXP1 39 OBJECT-REL 6 "sent" 246 7.53071353368454D0 0.0037 
GG-EXP1 39 OBJECT-REL 6 "sent" 19 1.1895809633574645D0 0.0037 
GG-EXP1 39 OBJECT-REL 7 "to" 16 0.7396268630967362D0 0.0037 
GG-EXP1 39 OBJECT-REL 6 "sent" 19 1.196741510458624D0 0.0037 
GG-EXP1 39 OBJECT-REL 7 "to" 24 1.3353874323899846D0 0.0037 
GG-EXP1 39 OBJECT-REL 8 "the" 30 2.823240865035477D0 0.0037 
GG-EXP1 39 OBJECT-REL 9 "editor" 73 5.23123800951126D0 0.0037 
GG-EXP1 39 OBJECT-REL 10 "hoped" 24 2.413183267873477D0 0.0037 
GG-EXP1 39 OBJECT-REL 11 "for" 15 1.5832774556793D0 0.0037 
GG-EXP1 39 OBJECT-REL 12 "the" 64 3.655526605523443D0 0.0037 
GG-EXP1 39 OBJECT-REL 13 "story" 20 1.5972416477516453D0 0.0037 
GG-EXP1 39 OBJECT-REL 14 "*" 40 2.5593873157538596D0 0.0037 
GG-EXP1 40 SUBJECT-REL 1 "the" 16 1.3811343487184233D0 0.0037 
GG-EXP1 40 SUBJECT-REL 2 "reporter" 40 3.825655855741071D0 0.0037 
GG-EXP1 40 SUBJECT-REL 3 "who" 30 2.3733554046534855D0 0.0037 
GG-EXP1 40 SUBJECT-REL 4 "sent" 35 2.105999989613266D0 0.0037 
GG-EXP1 40 SUBJECT-REL 5 "the" 22 1.1056250074303793D0 0.0037 
GG-EXP1 40 SUBJECT-REL 6 "photographer" 65 4.496192942821332D0 0.0037 
GG-EXP1 40 SUBJECT-REL 7 "to" 51 3.10799667569399D0 0.0037 
GG-EXP1 40 SUBJECT-REL 8 "the" 12 1.024026682379318D0 0.0037 
GG-EXP1 40 SUBJECT-REL 9 "editor" 52 3.1996581598974405D0 0.0037 
GG-EXP1 40 SUBJECT-REL 10 "hoped" 26 2.7582287843067794D0 0.0037 
GG-EXP1 40 SUBJECT-REL 11 "for" 56 3.7366145210217834D0 0.0037 
GG-EXP1 40 SUBJECT-REL 12 "the" 22 2.037405935325123D0 0.0037 
GG-EXP1 40 SUBJECT-REL 13 "story" 17 1.5262843679347642D0 0.0037 
GG-EXP1 40 SUBJECT-REL 14 "*" 41 3.567381064677037D0 0.0037 
GG-EXP1 40 OBJECT-REL 1 "the" 24 1.2918816034492622D0 0.0037 
GG-EXP1 40 OBJECT-REL 2 "reporter" 54 4.155998829426278D0 0.0037 
GG-EXP1 40 OBJECT-REL 3 "who" 29 2.3189363214953933D0 0.0037 
GG-EXP1 40 OBJECT-REL 4 "the" 17 1.2996533212674977D0 0.0037 
GG-EXP1 40 OBJECT-REL 3 "who" 12 0.22966216518841773D0 0.0037 
GG-EXP1 40 OBJECT-REL 4 "the" 25 1.3320411363530924D0 0.0037 
GG-EXP1 40 OBJECT-REL 5 "photographer" 52 4.4419124443869675D0 0.0037 
GG-EXP1 40 OBJECT-REL 3 "who" 9 0.19365757925644408D0 0.0037 
GG-EXP1 40 OBJECT-REL 4 "the" 19 1.681403506617023D0 0.0037 
GG-EXP1 40 OBJECT-REL 5 "photographer" 45 3.04145489739993D0 0.0037 
GG-EXP1 40 OBJECT-REL 6 "sent" 37 3.2168549614006974D0 0.0037 
GG-EXP1 40 OBJECT-REL 7 "to" 81 4.971836209838818D0 0.0037 
GG-EXP1 40 OBJECT-REL 8 "the" 22 1.5311380079736654D0 0.0037 
GG-EXP1 40 OBJECT-REL 9 "editor" 42 3.6055078854216553D0 0.0037 
GG-EXP1 40 OBJECT-REL 10 "hoped" 32 2.539460919967477D0 0.0037 
GG-EXP1 40 OBJECT-REL 11 "for" 18 1.6433014825761247D0 0.0037 
GG-EXP1 40 OBJECT-REL 12 "the" 56 3.7115241663854364D0 0.0037 
GG-EXP1 40 OBJECT-REL 13 "story" 16 1.1707034533900602D0 0.0037 
GG-EXP1 40 OBJECT-REL 14 "*" 47 3.200766832370739D0 0.0037 
GG-EXP1 41 SUBJECT-REL 1 "the" 25 1.545666174763607D0 0.0037 
GG-EXP1 41 SUBJECT-REL 2 "reporter" 28 1.7730143231023678D0 0.0037 
GG-EXP1 41 SUBJECT-REL 3 "who" 74 4.916001972423053D0 0.0037 
GG-EXP1 41 SUBJECT-REL 4 "sent" 27 1.7513099153586351D0 0.0037 
GG-EXP1 41 SUBJECT-REL 5 "the" 37 3.5743557799163805D0 0.0037 
GG-EXP1 41 SUBJECT-REL 6 "photographer" 42 2.9248491239212493D0 0.0037 
GG-EXP1 41 SUBJECT-REL 7 "to" 45 2.902073859025365D0 0.0037 
GG-EXP1 41 SUBJECT-REL 8 "the" 14 1.4973268176972443D0 0.0037 
GG-EXP1 41 SUBJECT-REL 9 "editor" 80 4.2073950719290005D0 0.0037 
GG-EXP1 41 SUBJECT-REL 10 "hoped" 25 1.703629151103578D0 0.0037 
GG-EXP1 41 SUBJECT-REL 11 "for" 34 2.229222433925535D0 0.0037 
GG-EXP1 41 SUBJECT-REL 12 "the" 41 3.468276960249222D0 0.0037 
GG-EXP1 41 SUBJECT-REL 13 "story" 26 2.5560547352895764D0 0.0037 
GG-EXP1 41 SUBJECT-REL 14 "*" 47 3.3483318749080877D0 0.0037 
GG-EXP1 41 OBJECT-REL 1 "the" 16 1.6233508787430337D0 0.0037 
GG-EXP1 41 OBJECT-REL 2 "reporter" 27 1.793920349864964D0 0.0037 
GG-EXP1 41 OBJECT-REL 3 "who" 79 4.295174643065812D0 0.0037 
GG-EXP1 41 OBJECT-REL 4 "the" 22 1.7721603833071278D0 0.0037 
GG-EXP1 41 OBJECT-REL 5 "photographer" 64 5.048998988118844D0 0.0037 
GG-EXP1 41 OBJECT-REL 2 "reporter" 26 2.3870203289791645D0 0.0037 
GG-EXP1 41 OBJECT-REL 3 "who" 28 2.76989175419536D0 0.0037 
GG-EXP1 41 OBJECT-REL 4 "the" 14 1.3470358133604567D0 0.0037 
GG-EXP1 41 OBJECT-REL 5 "photographer" 47 4.168710111209942D0 0.0037 
GG-EXP1 41 OBJECT-REL 6 "sent" 49 4.158511777918543D0 0.0037 
GG-EXP1 41 OBJECT-REL 7 "to" 22 1.6469667785668602D0 0.0037 
GG-EXP1 41 OBJECT-REL 8 "the" 19 1.2307271503752457D0 0.0037 
GG-EXP1 41 OBJECT-REL 9 "editor" 34 3.360338618831209D0 0.0037 
GG-EXP1 41 OBJECT-REL 10 "hoped" 31 2.344548904529075D0 0.0037 
GG-EXP1 41 OBJECT-REL 11 "for" 82 4.362798524138018D0 0.0037 
GG-EXP1 41 OBJECT-REL 12 "the" 28 1.9786542891486907D0 0.0037 
GG-EXP1 41 OBJECT-REL 13 "story" 24 1.5076445899733784D0 0.0037 
GG-EXP1 41 OBJECT-REL 14 "*" 39 3.6000386539480607D0 0.0037 
GG-EXP1 42 SUBJECT-REL 1 "the" 23 1.3766253676465603D0 0.0037 
GG-EXP1 42 SUBJECT-REL 2 "reporter" 53 3.7438544945914396D0 0.0037 
GG-EXP1 42 SUBJECT-REL 3 "who" 21 2.418264229113509D0 0.0037 
GG-EXP1 42 SUBJECT-REL 4 "sent" 24 1.5467319926195D0 0.0037 
GG-EXP1 42 SUBJECT-REL 5 "the" 58 3.516351492723158D0 0.0037 
GG-EXP1 42 SUBJECT-REL 6 "photographer" 27 2.7233257513493383D0 0.0037 
GG-EXP1 42 SUBJECT-REL 7 "to" 46 3.350550840148648D0 0.0037 
GG-EXP1 42 SUBJECT-REL 8 "the" 66 4.368814974971986D0 0.0037 
GG-EXP1 42 SUBJECT-REL 9 "editor" 36 2.392595424821212D0 0.0037 
GG-EXP1 42 SUBJECT-REL 10 "hoped" 105 5.147482179080452D0 0.0037 
GG-EXP1 42 SUBJECT-REL 11 "for" 20 2.073276629471276D0 0.0037 
GG-EXP1 42 SUBJECT-REL 12 "the" 37 3.1591796286658798D0 0.0037 
GG-EXP1 42 SUBJECT-REL 10 "hoped" 25 1.4009640925407023D0 0.0037 
GG-EXP1 42 SUBJECT-REL 12 "the" 39 3.3598787429436094D0 0.0037 
GG-EXP1 42 SUBJECT-REL 13 "story" 51 4.239321757329455D0 0.0037 
GG-EXP1 42 SUBJECT-REL 14 "*" 127 6.131349101075298D0 0.0037 
GG-EXP1 42 OBJECT-REL 1 "the" 22 1.2537395547740349D0 0.0037 
GG-EXP1 42 OBJECT-REL 2 "reporter" 56 3.3723232504530083D0 0.0037 
GG-EXP1 42 OBJECT-REL 3 "who" 38 2.948478587231414D0 0.0037 
GG-EXP1 42 OBJECT-REL 4 "the" 20 1.3123403509888345D0 0.0037 
GG-EXP1 42 OBJECT-REL 3 "who" 17 1.8276986254685106D0 0.0037 
GG-EXP1 42 OBJECT-REL 4 "the" 27 1.8206329956634026D0 0.0037 
GG-EXP1 42 OBJECT-REL 5 "photographer" 173 6.889741058573427D0 0.0037 
GG-EXP1 42 OBJECT-REL 5 "photographer" 25 1.7806178881438697D0 0.0037 
GG-EXP1 42 OBJECT-REL 6 "sent" 18 1.56192700866337D0 0.0037 
GG-EXP1 42 OBJECT-REL 5 "photographer" 37 2.3868498376993976D0 0.0037 
GG-EXP1 42 OBJECT-REL 6 "sent" 26 1.3978408241902145D0 0.0037 
GG-EXP1 42 OBJECT-REL 7 "to" 25 2.7010013451133537D0 0.0037 
GG-EXP1 42 OBJECT-REL 5 "photographer" 32 2.1056790714579563D0 0.0037 
GG-EXP1 42 OBJECT-REL 7 "to" 48 3.0040979052842394D0 0.0037 
GG-EXP1 42 OBJECT-REL 8 "the" 48 4.346374689810428D0 0.0037 
GG-EXP1 42 OBJECT-REL 9 "editor" 121 5.700818129571034D0 0.0037 
GG-EXP1 42 OBJECT-REL 10 "hoped" 35 2.4404510540029656D0 0.0037 
GG-EXP1 42 OBJECT-REL 11 "for" 30 2.850968980451138D0 0.0037 
GG-EXP1 42 OBJECT-REL 12 "the" 20 1.0305642069523735D0 0.0037 
GG-EXP1 42 OBJECT-REL 13 "story" 49 3.521822378436057D0 0.0037 
GG-EXP1 42 OBJECT-REL 14 "*" 75 4.315872110132038D0 0.0037 
GG-EXP1 43 SUBJECT-REL 1 "the" 24 1.308784373975159D0 0.0037 
GG-EXP1 43 SUBJECT-REL 2 "reporter" 33 3.6336927195320974D0 0.0037 
GG-EXP1 43 SUBJECT-REL 3 "who" 95 6.192829959833654D0 0.0037 
GG-EXP1 43 SUBJECT-REL 4 "sent" 29 1.9372832414595318D0 0.0037 
GG-EXP1 43 SUBJECT-REL 5 "the" 14 1.1759678751693576D0 0.0037 
GG-EXP1 43 SUBJECT-REL 6 "photographer" 47 4.52516202241542D0 0.0037 
GG-EXP1 43 SUBJECT-REL 7 "to" 45 3.353660628835427D0 0.0037 
GG-EXP1 43 SUBJECT-REL 8 "the" 17 0.6828243492320776D0 0.0037 
GG-EXP1 43 SUBJECT-REL 9 "editor" 33 2.9373400482538985D0 0.0037 
GG-EXP1 43 SUBJECT-REL 10 "hoped" 106 5.878931170976377D0 0.0037 
GG-EXP1 43 SUBJECT-REL 11 "for" 22 1.4481734783061044D0 0.0037 
GG-EXP1 43 SUBJECT-REL 12 "the" 59 3.4808173400847853D0 0.0037 
GG-EXP1 43 SUBJECT-REL 13 "story" 18 1.47921163145833D0 0.0037 
GG-EXP1 43 SUBJECT-REL 14 "*" 25 2.5337371352868883D0 0.0037 
GG-EXP1 43 SUBJECT-REL 12 "the" 12 0.5724114636821344D0 0.0037 
GG-EXP1 43 SUBJECT-REL 14 "*" 48 3.1136934776994982D0 0.0037 
GG-EXP1 43 OBJECT-REL 1 "the" 17 1.3464693428328212D0 0.0037 
GG-EXP1 43 OBJECT-REL 2 "reporter" 69 3.8915702626662823D0 0.0037 
GG-EXP1 43 OBJECT-REL 3 "who" 36 2.4982174652718308D0 0.0037 
GG-EXP1 43 OBJECT-REL 4 "the" 13 1.2914852089359723D0 0.0037 
GG-EXP1 43 OBJECT-REL 5 "photographer" 57 4.2748950576764635D0 0.0037 
GG-EXP1 43 OBJECT-REL 3 "who" 14 0.37049009595365834D0 0.0037 
GG-EXP1 43 OBJECT-REL 4 "the" 19 1.5326718148455731D0 0.0037 
GG-EXP1 43 OBJECT-REL 5 "photographer" 68 4.49962936345842D0 0.0037 
GG-EXP1 43 OBJECT-REL 6 "sent" 54 3.521920295128538D0 0.0037 
GG-EXP1 43 OBJECT-REL 7 "to" 17 1.3611744169805222D0 0.0037 
GG-EXP1 43 OBJECT-REL 5 "photographer" 34 3.6628012372126273D0 0.0037 
GG-EXP1 43 OBJECT-REL 7 "to" 19 1.5778516057551852D0 0.0037 
GG-EXP1 43 OBJECT-REL 8 "the" 29 3.050775214233341D0 0.0037 
GG-EXP1 43 OBJECT-REL 9 "editor" 53 4.819498669683054D0 0.0037 
GG-EXP1 43 OBJECT-REL 10 "hoped" 173 7.63107555471054D0 0.0037 
GG-EXP1 43 OBJECT-REL 10 "hoped" 17 0.422642590028013D0 0.0037 
GG-EXP1 43 OBJECT-REL 11 "for" 14 1.3449589057927835D0 0.0037 
GG-EXP1 43 OBJECT-REL 10 "hoped" 12 0.42468673442798693D0 0.0037 
GG-EXP1 43 OBJECT-REL 11 "for" 15 1.3692296030961562D0 0.0037 
GG-EXP1 43 OBJECT-REL 12 "the" 24 1.3972317451963276D0 0.0037 
GG-EXP1 43 OBJECT-REL 13 "story" 53 3.3263869524790444D0 0.0037 
GG-EXP1 43 OBJECT-REL 14 "*" 97 5.340415187499846D0 0.0037 
GG-EXP1 44 SUBJECT-REL 1 "the" 13 1.3843461161793615D0 0.0037 
GG-EXP1 44 SUBJECT-REL 2 "reporter" 37 3.3103217152997653D0 0.0037 
GG-EXP1 44 SUBJECT-REL 3 "who" 39 3.122244887076723D0 0.0037 
GG-EXP1 44 SUBJECT-REL 4 "sent" 18 1.699387908393431D0 0.0037 
GG-EXP1 44 SUBJECT-REL 5 "the" 17 1.3479055668572015D0 0.0037 
GG-EXP1 44 SUBJECT-REL 6 "photographer" 39 3.9556376577554206D0 0.0037 
GG-EXP1 44 SUBJECT-REL 7 "to" 73 4.075172818296759D0 0.0037 
GG-EXP1 44 SUBJECT-REL 8 "the" 15 0.8171575147990592D0 0.0037 
GG-EXP1 44 SUBJECT-REL 9 "editor" 21 2.56794200703808D0 0.0037 
GG-EXP1 44 SUBJECT-REL 10 "hoped" 76 5.314398614631792D0 0.0037 
GG-EXP1 44 SUBJECT-REL 11 "for" 22 1.9290600931296151D0 0.0037 
GG-EXP1 44 SUBJECT-REL 12 "the" 24 1.5271948421142307D0 0.0037 
GG-EXP1 44 SUBJECT-REL 13 "story" 30 1.886535283910379D0 0.0037 
GG-EXP1 44 SUBJECT-REL 14 "*" 22 1.5500822504136733D0 0.0037 
GG-EXP1 44 OBJECT-REL 1 "the" 16 1.2783791623661291D0 0.0037 
GG-EXP1 44 OBJECT-REL 2 "reporter" 49 3.7114798260977304D0 0.0037 
GG-EXP1 44 OBJECT-REL 3 "who" 25 2.374674420536194D0 0.0037 
GG-EXP1 44 OBJECT-REL 4 "the" 16 1.6928767409108612D0 0.0037 
GG-EXP1 44 OBJECT-REL 5 "photographer" 90 4.707963699020111D0 0.0037 
GG-EXP1 44 OBJECT-REL 2 "reporter" 32 2.183206398503629D0 0.0037 
GG-EXP1 44 OBJECT-REL 3 "who" 20 2.0344773092501374D0 0.0037 
GG-EXP1 44 OBJECT-REL 4 "the" 55 3.3672566418228396D0 0.0037 
GG-EXP1 44 OBJECT-REL 5 "photographer" 56 3.8181036256611396D0 0.0037 
GG-EXP1 44 OBJECT-REL 6 "sent" 56 3.4331751983068157D0 0.0037 
GG-EXP1 44 OBJECT-REL 7 "to" 71 4.920903928911081D0 0.0037 
GG-EXP1 44 OBJECT-REL 5 "photographer" 16 0.22471697530411444D0 0.0037 
GG-EXP1 44 OBJECT-REL 7 "to" 95 4.927203923579141D0 0.0037 
GG-EXP1 44 OBJECT-REL 8 "the" 13 1.152339556927734D0 0.0037 
GG-EXP1 44 OBJECT-REL 9 "editor" 27 3.0920470158278093D0 0.0037 
GG-EXP1 44 OBJECT-REL 7 "to" 13 0.7879795335171376D0 0.0037 
GG-EXP1 44 OBJECT-REL 9 "editor" 52 3.488756868304327D0 0.0037 
GG-EXP1 44 OBJECT-REL 10 "hoped" 34 2.2759464846697717D0 0.0037 
GG-EXP1 44 OBJECT-REL 11 "for" 69 3.9719261976501614D0 0.0037 
GG-EXP1 44 OBJECT-REL 12 "the" 29 1.673264200714502D0 0.0037 
GG-EXP1 44 OBJECT-REL 13 "story" 47 3.589927900181864D0 0.0037 
GG-EXP1 44 OBJECT-REL 14 "*" 50 4.736599888295343D0 0.0037 
GG-EXP1 45 SUBJECT-REL 1 "the" 16 1.4545194551677727D0 0.0037 
GG-EXP1 45 SUBJECT-REL 2 "reporter" 68 4.620795332382446D0 0.0037 
GG-EXP1 45 SUBJECT-REL 3 "who" 15 1.6636037640304422D0 0.0037 
GG-EXP1 45 SUBJECT-REL 4 "sent" 15 1.6596333308152518D0 0.0037 
GG-EXP1 45 SUBJECT-REL 2 "reporter" 28 2.4912069590936308D0 0.0037 
GG-EXP1 45 SUBJECT-REL 4 "sent" 20 1.8400509605446174D0 0.0037 
GG-EXP1 45 SUBJECT-REL 5 "the" 52 4.2714087995554575D0 0.0037 
GG-EXP1 45 SUBJECT-REL 6 "photographer" 100 5.889735296961446D0 0.0037 
GG-EXP1 45 SUBJECT-REL 7 "to" 67 3.8832617220494225D0 0.0037 
GG-EXP1 45 SUBJECT-REL 8 "the" 20 1.123605275817826D0 0.0037 
GG-EXP1 45 SUBJECT-REL 9 "editor" 55 3.568160465573954D0 0.0037 
GG-EXP1 45 SUBJECT-REL 10 "hoped" 24 1.8921784844699667D0 0.0037 
GG-EXP1 45 SUBJECT-REL 11 "for" 56 3.341428674691632D0 0.0037 
GG-EXP1 45 SUBJECT-REL 12 "the" 30 2.316958586149594D0 0.0037 
GG-EXP1 45 SUBJECT-REL 13 "story" 15 1.6037915277309536D0 0.0037 
GG-EXP1 45 SUBJECT-REL 14 "*" 33 2.6895093251823914D0 0.0037 
GG-EXP1 45 OBJECT-REL 1 "the" 17 1.4635853583069476D0 0.0037 
GG-EXP1 45 OBJECT-REL 2 "reporter" 59 4.081998588379221D0 0.0037 
GG-EXP1 45 OBJECT-REL 3 "who" 29 2.2939219324832143D0 0.0037 
GG-EXP1 45 OBJECT-REL 4 "the" 22 1.784774548068532D0 0.0037 
GG-EXP1 45 OBJECT-REL 5 "photographer" 50 4.630395031588583D0 0.0037 
GG-EXP1 45 OBJECT-REL 3 "who" 19 0.568851155430133D0 0.0037 
GG-EXP1 45 OBJECT-REL 4 "the" 16 1.4532735277982567D0 0.0037 
GG-EXP1 45 OBJECT-REL 5 "photographer" 54 4.591618493901416D0 0.0037 
GG-EXP1 45 OBJECT-REL 6 "sent" 180 7.8650179958280475D0 0.0037 
GG-EXP1 45 OBJECT-REL 6 "sent" 12 1.0704628391587507D0 0.0037 
GG-EXP1 45 OBJECT-REL 7 "to" 26 2.186881601182143D0 0.0037 
GG-EXP1 45 OBJECT-REL 5 "photographer" 46 3.248915460588529D0 0.0037 
GG-EXP1 45 OBJECT-REL 7 "to" 24 1.947764496223333D0 0.0037 
GG-EXP1 45 OBJECT-REL 8 "the" 17 1.1587328427668118D0 0.0037 
GG-EXP1 45 OBJECT-REL 9 "editor" 44 3.20281348703395D0 0.0037 
GG-EXP1 45 OBJECT-REL 10 "hoped" 98 5.8976688720982615D0 0.0037 
GG-EXP1 45 OBJECT-REL 11 "for" 24 2.0075375542124405D0 0.0037 
GG-EXP1 45 OBJECT-REL 12 "the" 35 2.12603100025996D0 0.0037 
GG-EXP1 45 OBJECT-REL 13 "story" 22 1.6501792056934521D0 0.0037 
GG-EXP1 45 OBJECT-REL 14 "*" 25 2.9433686056529575D0 0.0037 
GG-EXP1 46 SUBJECT-REL 1 "the" 19 1.3388021768142957D0 0.0037 
GG-EXP1 46 SUBJECT-REL 2 "reporter" 28 2.5983255690535256D0 0.0037 
GG-EXP1 46 SUBJECT-REL 3 "who" 88 4.435742427569347D0 0.0037 
GG-EXP1 46 SUBJECT-REL 4 "sent" 27 1.844718601498459D0 0.0037 
GG-EXP1 46 SUBJECT-REL 5 "the" 28 1.964327918498208D0 0.0037 
GG-EXP1 46 SUBJECT-REL 6 "photographer" 55 3.254825759031546D0 0.0037 
GG-EXP1 46 SUBJECT-REL 7 "to" 31 2.385012127808751D0 0.0037 
GG-EXP1 46 SUBJECT-REL 8 "the" 47 4.242825274218635D0 0.0037 
GG-EXP1 46 SUBJECT-REL 9 "editor" 102 5.102483281201433D0 0.0037 
GG-EXP1 46 SUBJECT-REL 6 "photographer" 10 0.24304589734490722D0 0.0037 
GG-EXP1 46 OBJECT-REL 1 "the" 22 1.3793851974638596D0 0.0037 
GG-EXP1 46 OBJECT-REL 2 "reporter" 39 3.957177562146186D0 0.0037 
GG-EXP1 46 OBJECT-REL 3 "who" 102 6.434733236783154D0 0.0037 
GG-EXP1 46 OBJECT-REL 4 "the" 17 1.266775828393069D0 0.0037 
GG-EXP1 46 OBJECT-REL 5 "photographer" 60 4.7015533028838465D0 0.0037 
GG-EXP1 46 OBJECT-REL 3 "who" 11 0.27942025739813287D0 0.0037 
GG-EXP1 46 OBJECT-REL 4 "the" 14 1.4614925098648706D0 0.0037 
GG-EXP1 46 OBJECT-REL 5 "photographer" 67 4.127299495273481D0 0.0037 
GG-EXP1 46 OBJECT-REL 6 "sent" 37 3.902952820553505D0 0.0037 
GG-EXP1 46 OBJECT-REL 7 "to" 55 4.512863934473848D0 0.0037 
GG-EXP1 46 OBJECT-REL 4 "the" 46 2.8839002231732245D0 0.0037 
